"ORF"	"alle"	"site"	"abn"	"t1"	"t2"	"t3"	"t4"	"t5"	"tot"	"pos"	"strand"	"fitted"	"fitted1"	"fitted2"	"sterr"	"sterr1"	"sterr2"	"pval"	"pval1"	"pval2"	"rmse"	"rmse1"	"rmse2"	"qlty"
"1671"	"yafD"	"yafD-4"	234544	15	190	291	237	150	91	959	0.6225	"F"	-0.0352284309834218	-0.0289093206347438	-0.0235144333106232	0.0113413049693085	0.0107322304670256	0.0095822124329623	0.0530381150510728	0.0741815040065962	0.0913563061120206	995.97155394581	1864.11997236397	93.1979338143778	0
"1675"	"IR176"	"IR176"	234849	1	24	28	26	21	18	117	1	"F"	-0.0163762713272415	-0.0158704625667361	-0.0152180592146107	0.00784111271133226	0.00779029950008516	0.00761025584053101	0.127958254169827	0.134407357160683	0.139369487639876	10.9797485956027	13.2305427140566	16.6876087314335	0
"1677"	"yafE"	"yafE-1"	234851	4	67	94	113	62	102	438	0.00160513643659711	"F"	0.00314415148244492	0.00373505655843659	0.00425984847755259	0.00502023433047622	0.00484502026615971	0.00464322392189832	0.57553677296411	0.496912242725302	0.426570823317359	307.667074140037	783.580832216608	3041.6748417774	0
"1679"	"yafE"	"yafE-2"	235002	4	24	30	39	20	42	155	0.243980738362761	"F"	0.00739654266743119	0.00945763751179265	0.0110323335913423	0.0100060362341303	0.00940277705161218	0.00864253852284123	0.513365901233999	0.388596705611901	0.291623767019711	14177.5519041405	2029.41428470565	648.981303598412	0
"1681"	"yafE"	"yafE-3"	235145	7	231	347	363	220	242	1403	0.473515248796148	"F"	-0.00862443409472674	-0.00833939997087328	-0.00805222178665323	0.00220019471353299	0.00218866601020598	0.00217314990590177	0.0295282800903196	0.0317822757336765	0.0341518573956357	70.1829832618183	61.9219849101942	68.9251816243733	0
"1685"	"yafE"	"yafE-5"	235351	13	307	349	359	277	289	1581	0.804173354735153	"F"	-0.0087170169022394	-0.00930925899360447	-0.00976875627797793	0.00662804977501812	0.00649756147943333	0.00630312564371644	0.279942693815608	0.247366050521538	0.218958250920426	363.924436474054	303.708032158524	275.076715655351	0
"1689"	"mltD"	"mltD-1"	235639	7	210	321	303	209	293	1336	0.0868924889543446	"C"	0.000374180928175879	0.000478883690925626	0.000579005010143377	0.00415443450685032	0.0039559953301893	0.00376156876431873	0.933909732338011	0.911302079576929	0.887439415296894	38.6915766774583	32.2716130111839	28.8225192366129	0
"1691"	"mltD"	"mltD-2"	235845	10	185	173	253	148	166	925	0.238586156111929	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1693"	"mltD"	"mltD-3"	236119	11	214	219	214	124	81	852	0.440353460972018	"C"	-0.0412118593013601	-0.0379077402055189	-0.0359200102333353	0.00825272533763149	0.0073542174346392	0.00642844508609098	0.01544549088559	0.0141570537757756	0.0113198340647515	287.505355669284	282.648770305817	47458.3605485108	0
"1695"	"mltD"	"mltD-4"	236356	19	480	595	496	333	290	2194	0.614874815905744	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1697"	"mltD"	"mltD-5"	236611	10	248	219	120	51	37	675	0.802650957290133	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1703"	"gloB"	"gloB-2"	237104	9	139	161	201	141	165	807	0.202649006622517	"C"	-0.000242510600598082	-0.000798018050683891	-0.00128158115988255	0.00563036973381323	0.00539104492291019	0.00512724779780149	0.968350684449516	0.8917112725579	0.81876097470506	4309.93227365492	2573.85702492371	1459.15175842722	0
"1705"	"gloB"	"gloB-3"	237357	7	155	205	218	165	166	909	0.537748344370861	"C"	-0.00450095172469237	-0.00415404106119595	-0.00376234762987047	0.00510791240534149	0.00521071601012189	0.00527139127491181	0.443108457612869	0.483593205250769	0.526910549075134	8.20530512632848	10.6750182826509	13.9266404066581	0
"1707"	"gloB"	"gloB-4"	237445	5	238	321	337	257	282	1435	0.654304635761589	"C"	-0.00153161440036424	-0.00144834178137338	-0.00134412492546727	0.00448679875095928	0.00448639475676838	0.00447142379851952	0.755343243214978	0.768015958256976	0.783345282897866	9.24357851920779	9.47815512663196	9.90225053496382	0
"1709"	"gloB"	"gloB-5"	237560	13	248	248	313	253	250	1312	0.806622516556291	"C"	-0.0029904581170741	-0.00388685792049977	-0.00446897258184731	0.00960569784860002	0.00926961668206614	0.00878506614833721	0.775936121378181	0.703203514840004	0.646012580751247	51.1207818600042	49.9368155806464	54.56196999003	0
"1711"	"IR179"	"IR179"	237708	5	54	62	90	29	29	264	0.03125	"F"	-0.0334168114439702	-0.0291571768982529	-0.0226551459120982	0.0114175838765781	0.013381841113438	0.0146421654742405	0.0611594191604905	0.117474468000963	0.219542582349545	11.2170939637778	12.2867550655181	22.038389610456	0
"1715"	"yafS"	"yafS-2"	238023	2	29	47	36	14	9	135	0.39196675900277	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1717"	"yafS"	"yafS-3"	238033	6	210	267	287	182	154	1100	0.405817174515235	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1719"	"yafS"	"yafS-4"	238184	4	48	54	69	35	37	243	0.614958448753463	"F"	-0.0177253336715159	-0.0176235434267401	-0.0174275197200769	0.00515488404837616	0.00524213948243656	0.00530030005078144	0.0412795602094195	0.0436718487084453	0.0461464351807015	28.2662335069557	49.3132100408091	234.049984001518	0
"1721"	"yafS"	"yafS-5"	238335	9	213	254	263	213	173	1116	0.82409972299169	"F"	-0.0122808233568841	-0.0108975429369754	-0.00940356558702387	0.00846752587694094	0.00866029190723456	0.00861029200792601	0.242847171727466	0.297292677096633	0.354632641584964	21.9095350460986	20.7547949843805	27.3029252260768	0
"1723"	"rnhA"	"rnhA-1"	238460	5	148	169	190	166	194	867	0.00214132762312634	"C"	0.00442367993772987	0.00397169849777833	0.00352605892081095	0.00843149237367761	0.00795953452957428	0.00744510175206818	0.636119132011255	0.652083120512081	0.668111912257681	55.3213791123736	292.365787585596	24282.7520509416	0
"1725"	"rnhA"	"rnhA-3"	238695	3	12	68	7	0	1	88	0.505353319057816	"C"	-0.127134956685896	-0.0265488025258246	0.120650858463215	0.0600529764227862	0.143305439056756	0.115541526507629	0.168466556815433	0.87011096710195	0.406001727950858	160.64042924522	29.28788429498	10977.2876475369	0
"1729"	"dnaQ"	"dnaQ-1"	239016	3	30	6	12	13	8	69	0.0341997264021888	"F"	-0.0329631624780563	-0.0542514953420177	-0.0546881161075424	0.0384811793789766	0.0268516690310791	0.017688679258958	0.45463624653544	0.136601536514261	0.0536422301455738	3990.24869776519	469239.158322051	9621.13294314528	0
"1731"	"dnaQ"	"dnaQ-5"	239720	2	31	63	73	43	76	286	0.997264021887825	"F"	0.0182719396570381	0.0183492286535222	0.0184613436845428	0.00565452714001603	0.00562892986348155	0.00555670941620085	0.0481651869823842	0.0471384324336722	0.0449750441023845	39.12912937917	97.7610751171075	291.04432516302	0
"1733"	"IR181"	"IR181-1"	239724	2	30	41	32	33	40	176	0.00763358778625954	"F"	0.00206133943494118	0.00214730351583137	0.00214545670897037	0.0110806557221814	0.00934653908353426	0.00782947460059486	0.86428893878398	0.833064662754415	0.801851490172534	412.006895565795	823.584405285022	82.7878492008818	0
"1741"	"IR182"	"IR182-5"	240205	2	27	28	35	26	25	141	0.812286689419795	"F"	-0.0069183737876561	-0.00744983706085076	-0.00776432690443195	0.00826717142866702	0.00808830565447555	0.00778261607889306	0.464096785684094	0.424946656756947	0.391975079768674	134.203477805491	96.4065166933112	87.1643841073798	0
"1743"	"yafT"	"yafT-1"	240286	6	38	55	82	47	67	289	0.0318471337579618	"F"	0.0114815010002743	0.0112455824401143	0.010906899943239	0.00453858557964173	0.00458964662125166	0.00465935916552405	0.0854426038160141	0.0916625844864182	0.101142698378602	105.416801423228	29.0366405858551	449.029797369794	0
"1745"	"yafT"	"yafT-2"	240499	6	50	53	58	58	51	270	0.303184713375796	"F"	-0.00155614984007398	-0.0012733609640082	-0.000682928329458259	0.01171420821686	0.0117402304281352	0.0114626759831963	0.902727408984749	0.920477213519022	0.956238090615345	9.06955796573082	13.1285571011711	19.4798272232847	0
"1749"	"yafT"	"yafT-4"	240830	4	30	44	64	35	54	227	0.72484076433121	"F"	0.0110382542434563	0.0110920486012573	0.0110488332302254	0.00479514008654355	0.00484300430179586	0.00488977404517059	0.104799207491209	0.105924880778273	0.108968308835014	2.2058284756186	5.28044683882597	22.8077517493271	0
"1751"	"yafT"	"yafT-5"	241005	5	26	44	72	55	63	260	0.947770700636943	"F"	0.0268613428364415	0.0256903749579817	0.0238245185005583	0.00698133089853467	0.00784075200571598	0.00883801121193543	0.0309903982321251	0.0465477055025953	0.0740560909821907	34.8838482589823	20.1193280768188	26.6582569650165	0
"1755"	"IR183"	"IR183-4"	241215	6	67	78	133	51	58	387	0.636363636363636	"F"	-0.0140428521068156	-0.012897876522625	-0.0107108133869193	0.0109433236622477	0.012459432555379	0.0138331933950418	0.289557261601802	0.376705865872406	0.495185237694906	16.296677298847	13.1839191549386	13.540949539554	0
"1757"	"ECB_00212"	"ECB_00212-1"	242039	3	10	24	11	15	13	73	0.0754716981132075	"F"	-0.00206741687145749	-0.00296591167319097	-0.00391378106701545	0.0193295953979777	0.0183850558686285	0.0170491587722424	0.921575252507806	0.882091971996172	0.833195691485522	4.09000229455657	4.22742819635912	17.1884618653297	0
"1759"	"ECB_00212"	"ECB_00212-2"	242087	2	57	90	54	51	57	309	0.204851752021563	"F"	-0.0117333062159705	-0.012243874626681	-0.0122215636612506	0.0118664048711057	0.0101351263025367	0.00868118563749182	0.395666232729971	0.313567798703797	0.253913088624798	9.4841541766703	87.5270867720183	75.9969426837879	0
"1763"	"IR185"	"IR185-2"	242475	9	227	315	297	228	333	1400	0.214452214452214	"F"	0.0033786377889699	0.00366253717857324	0.00388811715922504	0.0065986291221944	0.00607909439127973	0.0055926411881555	0.643946333638855	0.58934874053417	0.536928247359416	3704.22757205332	462.896157393707	212.785533159604	0
"1765"	"IR185"	"IR185-3"	242556	4	102	113	150	110	118	593	0.403263403263403	"F"	0.000536070935153511	-8.83922724675822e-06	-0.000425724079489103	0.0073106109515714	0.00700714668447672	0.00666911288583521	0.946160666381755	0.999072695370315	0.953116862360305	550.635474689878	210.051956140297	124.105663536284	0
"1767"	"IR185"	"IR185-4"	242643	3	48	63	88	57	115	371	0.606060606060606	"F"	0.0214444885577545	0.0237800995513177	0.0257618701295104	0.00853080853010325	0.00829347285157909	0.00804323810642648	0.0866498084157063	0.0641905595324755	0.049221691326218	193.678762605192	193.59243623574	240.408349502335	0
"1771"	"yhhI#1"	"yhhI#1-5"	243735	6	121	182	194	139	151	787	0.811619718309859	"F"	-0.000584473261665758	-0.000332045366368535	-6.41392379295603e-05	0.00328948481799773	0.00338727051422025	0.00347560642816268	0.870294773510133	0.928092976234448	0.986435311336311	1021256.98459553	12631.2805126152	2606.56020739183	0
"1773"	"IR186"	"IR186"	243950	6	106	128	137	136	93	600	0	"F"	-0.00640904331969926	-0.00278709261690264	0.00118055579847738	0.0128022259309468	0.0137331085222382	0.0138562035932512	0.651060038234856	0.852161459373935	0.937469466328612	31.9682078198599	29.5469391479984	47.85907999195	0
"1775"	"yafV"	"yafV-1"	244001	6	188	265	278	212	175	1118	0.0142857142857143	"C"	-0.00874678653988911	-0.00682493197484126	-0.00481736799370986	0.00754608799024815	0.00776037634156848	0.00776429121163125	0.330289592289882	0.443904010450097	0.578903936947944	360.344145530894	126.650292890121	460.694913605926	0
"1777"	"yafV"	"yafV-2"	244169	6	152	199	185	103	119	758	0.232467532467532	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1779"	"yafV"	"yafV-3"	244329	15	450	617	637	489	591	2784	0.44025974025974	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1783"	"yafV"	"yafV-5"	244669	1	42	14	37	25	39	157	0.881818181818182	"C"	0.00206909841575983	-0.0124050896322624	-0.0168997490843325	0.0306587926357603	0.0205490702117294	0.0131570151779616	0.950439417369348	0.588646719958258	0.28917997632639	8851.63117718693	1462.18032643619	639.882440967166	0
"1785"	"IR187"	"IR187-1"	244765	4	70	140	109	110	180	609	0.0263157894736842	"F"	0.0217417094444961	0.0229287389926238	0.0234113045160132	0.010652107438309	0.0093022200306628	0.00813094537114501	0.133908573754875	0.0904755386724833	0.0635661492486166	1583.94317792028	133.296603961712	258.497381414429	0
"1787"	"IR187"	"IR187-2"	244798	2	11	25	14	2	8	60	0.243421052631579	"F"	-0.0502730991356547	-0.0379799778244843	-0.0286677167540962	0.0347550306857439	0.0265873740807436	0.0265329045184878	0.243826061687789	0.248466017254354	0.359052126006253	94.9868638625762	210.108684511044	187.970808060901	0
"1791"	"IR187"	"IR187-4"	244855	4	17	13	19	12	9	70	0.618421052631579	"F"	-0.0240272742673938	-0.0249377104651747	-0.0252292933053835	0.0130590839193079	0.0122237062461237	0.0109615186462161	0.163055769240984	0.134032422857533	0.104832171376094	50.8400399980913	390.753534661127	92236.4628621338	0
"1793"	"IR187"	"IR187-5"	244907	4	46	54	71	36	47	254	0.960526315789474	"F"	-0.00880604838789599	-0.00916920799408654	-0.00944360126986051	0.00497714863276402	0.00491027251630278	0.00482180005840584	0.17499045179611	0.15866915135445	0.145061298240315	6.86950226685509	8.06708149143812	12.239606504917	0
"1795"	"ivy"	"ivy-1"	244924	2	23	50	49	31	29	182	0.0211416490486258	"F"	-0.00308658108631842	-0.00342318388353737	-0.00387393696754754	0.00983310271315253	0.0101958854959005	0.010374583741049	0.774160299430706	0.759175026095561	0.733671405616653	84.221814814293	103.104690201352	171.011791496308	0
"1797"	"ivy"	"ivy-2"	245010	9	272	314	326	309	349	1570	0.202959830866808	"F"	0.00380851333141548	0.00349029347977154	0.00315119392428697	0.00955027431379778	0.00893676961203007	0.00828863693073812	0.71673989908226	0.722208297377084	0.72913038383059	58.8593407101699	2723.07786170793	201.798213798986	0
"1799"	"ivy"	"ivy-3"	245105	8	401	631	565	441	432	2470	0.403805496828753	"F"	-0.00630913658168525	-0.00573921885635337	-0.00509149117696976	0.00580945078871333	0.00587529943956253	0.00588725815620377	0.356942619390675	0.400690742013127	0.450746468246586	7.86835836617488	7.0882505472805	8.50584782240651	0
"1801"	"ivy"	"ivy-4"	245222	4	34	46	40	26	44	190	0.651162790697674	"F"	-0.0041167602976645	-0.00361656661436968	-0.0031297952504197	0.00864266470217825	0.00801452780692559	0.00735695732115838	0.66638100148926	0.682431835439909	0.699203256402075	251.907634616944	1514.49907060519	81502.0040693428	0
"1803"	"ivy"	"ivy-5"	245318	3	61	71	126	58	71	387	0.854122621564482	"F"	-0.00182148952833789	-0.00222013316530117	-0.00241036567107644	0.0096096035325697	0.0101525824495698	0.0106823840018828	0.861762283738668	0.840933709568554	0.835979810246823	47.0938391361447	8669.47811886396	18.8775430976402	0
"1809"	"fadE"	"fadE-2"	245926	17	208	362	416	247	295	1528	0.202945990180033	"C"	0.00170583393607585	0.00148830579622838	0.00125964483185212	0.00385452294863203	0.00392908213289949	0.00399286066973461	0.688052169112161	0.73006083255731	0.773073725985631	361.80560290229	473.606342899215	702.690932651511	0
"1811"	"fadE"	"fadE-3"	246449	23	275	293	456	339	401	1764	0.416939443535188	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1813"	"fadE"	"fadE-4"	246946	15	213	182	242	122	182	941	0.620294599018003	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1815"	"fadE"	"fadE-5"	247402	15	243	306	331	236	298	1414	0.806873977086743	"C"	-0.00111407558448715	-0.00143258741466149	-0.00172777053712608	0.00448774893235017	0.00434128668392234	0.00418164771782266	0.819965308808511	0.763106313825484	0.707232539392568	38.1965901946999	48.8311178210675	63.029964121568	0
"1819"	"IR189"	"IR189-4"	248033	3	18	32	22	10	28	110	0.663865546218487	"F"	-0.00725554354997824	-0.00254531357197171	0.000397223155233802	0.0185181686085328	0.0157108106104962	0.0127256024902828	0.721374784219906	0.881594590654168	0.977059035204134	180.329153047434	4428.53646856874	651.423354267605	0
"1821"	"lpcA"	"lpcA-5"	248686	4	117	127	135	87	89	555	0.98961937716263	"F"	-0.01735114529795	-0.0181285877874083	-0.0188687801554253	0.00483584747755878	0.00487124482273489	0.00486787586201221	0.037074904895826	0.0337709702939693	0.0304010354813343	54.0065588974639	436.650235175388	11171.2450237776	0
"1825"	"IR190"	"IR190-3"	248783	3	26	19	10	15	28	98	0.441176470588235	"F"	-0.00523397200900916	-0.00860447217732475	-0.00989171408951877	0.0310157630759419	0.021273608729722	0.0146765625915007	0.876727908254302	0.712978920660887	0.548607496374611	1385.16814272879	205.557069659822	569.962868879881	0
"1827"	"yafJ"	"yafJ-1"	248939	12	167	214	228	174	182	965	0.0534550195567145	"F"	-0.00385261151725646	-0.00377397512947989	-0.00365163262307004	0.00518181331136981	0.00521224475727645	0.00520821900784426	0.511119003540655	0.521384796671983	0.533714108914458	6.50208169854129	8.31344484150846	10.713079712942	0
"1829"	"yafJ"	"yafJ-2"	249065	7	132	290	256	185	177	1040	0.217731421121252	"F"	-0.000818085459813482	-0.00148612946344756	-0.00228297756675954	0.00933424254220631	0.00985398700447128	0.0102060464942627	0.935682548410594	0.889691648013111	0.837366628522435	1759.44764702667	229.601168284727	73.3639243705548	0
"1831"	"yafJ"	"yafJ-3"	249210	5	163	186	225	178	224	976	0.406779661016949	"F"	0.00546141529488776	0.00492930467257971	0.00442567485520644	0.00732249301723092	0.00685618046632169	0.00637063254971893	0.509886450731207	0.524107957684319	0.537212259339079	25.0056146239247	29.6301850392073	39.5748088519137	0
"1833"	"yafJ"	"yafJ-4"	249365	11	264	374	546	405	487	2076	0.608865710560626	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1835"	"yafK"	"yafJ-5"	249637	4	300	534	666	476	732	2708	0.00135135135135135	"C"	0.022018420057114	0.0222288055207551	0.022469596151341	0.000988427247619645	0.00106031447869961	0.00113636957717328	0.000198063606109402	0.000237399888798479	0.000282656697575944	50.4118959889569	61.4320632717813	97.1230651434033	0
"1837"	"yafK"	"yafK-1"	249637	8	337	550	720	530	777	2914	0.00135135135135135	"C"	0.0214159118873696	0.0216595538496315	0.021860320082982	0.00151101730998689	0.00138412538549847	0.00127288413519797	0.000760922672003084	0.000567153268402744	0.000430122484654414	110.323140543425	90.1888265831094	79.2914657095691	0
"1839"	"yafK"	"yafK-2"	249814	9	63	90	86	86	42	367	0.240540540540541	"C"	-0.0161080465287295	-0.0061277761639318	0.00318591606267461	0.0171347092471064	0.0178514925180045	0.0163043405266569	0.416527058113519	0.754046916263724	0.857563284497923	3388.74104728125	463.620959014162	362.095867775526	0
"1841"	"yafK"	"yafK-3"	249985	13	200	302	326	238	189	1255	0.471621621621622	"C"	-0.00845508202933837	-0.00599729193112318	-0.00345615352177479	0.00837822519174648	0.00853451089323196	0.0084064854935377	0.387226418639998	0.532856222798988	0.708582278702278	593866.717061873	12292.6965374314	1728.36106082069	0
"1843"	"yafK"	"yafK-4"	250088	7	93	105	107	78	111	494	0.610810810810811	"C"	-0.00259119189845444	-0.00332691136647662	-0.00394210356126499	0.00791792914815378	0.00748040701544863	0.00699987323068701	0.76497965155512	0.686630408138986	0.612667364648577	3596.04914550037	776.693906770045	428.194281810432	0
"1845"	"yafK"	"yafK-5"	250243	7	134	176	194	116	132	752	0.82027027027027	"C"	-0.0100005903277962	-0.0100224247131376	-0.0100529210560576	0.00160751790212003	0.00160935313654776	0.00161263692299759	0.00837279644865748	0.00834821963475028	0.00832465562691137	30.3355113331819	44.9207152434763	65.1742017087226	0
"1849"	"IR191"	"IR191-1"	250393	4	28	46	40	21	30	165	0	"F"	-0.0128109934926032	-0.0127897112595779	-0.0126690773170747	0.00570249325996381	0.00572318992554305	0.00583112323924418	0.110288880583406	0.111506890392202	0.118159845750508	65.7389115328009	35.5665246938825	35.954588324757	0
"1859"	"yafQ"	"yafQ-3"	250669	6	99	119	189	131	164	702	0.492805755395683	"C"	0.0132464989221023	0.0126167839228451	0.0119590339700403	0.00711756966094959	0.00641180230515505	0.00579254753491304	0.159655875589153	0.143762518789949	0.130923049883585	41.4422122226718	37.6523369963055	31.1950681907444	0
"1861"	"yafQ"	"yafQ-4"	250702	5	41	55	61	50	58	265	0.611510791366906	"C"	-103	NA	-103	-103	-103	-103	-103	-103	-103	-103	-103	-103	0
"1865"	"dinJ"	"dinJ-2"	250903	3	20	20	24	14	21	99	0.346153846153846	"C"	-103	NA	-103	-103	-103	-103	-103	-103	-103	-103	-103	-103	0
"1867"	"dinJ"	"dinJ-4"	251008	2	50	84	70	74	47	325	0.75	"C"	-103	NA	-103	-103	-103	-103	-103	-103	-103	-103	-103	-103	0
"1871"	"IR193"	"IR193-1"	251079	3	54	53	47	15	34	203	0.0240384615384615	"F"	-0.0363624584481462	-0.0356164571308535	-0.0354822345391842	0.0165233297636574	0.012523394049785	0.0100204724097367	0.115099456808442	0.0654312226244702	0.0383370017037054	4474.35945321918	200.556878205087	77.1570224030043	0
"1877"	"yafL"	"yafL-1"	251323	8	164	214	224	135	130	867	0.0534045393858478	"F"	-0.0171901228913958	-0.0164746708962201	-0.0158279120719379	0.00338934854220484	0.0032271335969729	0.00303987959481069	0.0148016985989644	0.0145382406693298	0.0137691691961942	141.72045810195	117.048548189645	205.406707331891	0
"1883"	"yafL"	"yafL-4"	251745	5	162	193	228	171	166	920	0.616822429906542	"F"	-0.00446601642156972	-0.00425583001080755	-0.00396267376896964	0.00655483821052687	0.00662165092935372	0.00661295208618357	0.544543229671493	0.566154566907901	0.591253057089198	44.5397496504714	37.418370218154	35.1512074515277	0
"1885"	"yafL"	"yafL-5"	251898	5	77	88	136	82	95	478	0.82109479305741	"F"	0.00186148444290224	0.00122775303205128	0.000693697929929236	0.00714419035721102	0.00673059722846116	0.00629742453692395	0.811293695013746	0.866888497036874	0.919241449757002	12.5719812795784	10.9345867900111	8.30028876525601	0
"1887"	"IR194"	"IR194-4"	252146	1	15	20	13	18	9	75	0.649425287356322	"F"	-0.0202787331513242	-0.0117650551876544	-0.00304154916241397	0.0195992985716635	0.0196610286774042	0.0172376143153435	0.376914819666682	0.591742492373828	0.87118098585477	334.121429450302	3821.05254843476	370.653596176705	0
"1891"	"yafM"	"yafM-2"	252324	8	162	234	315	231	267	1209	0.233400402414487	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1893"	"yafM"	"yafM-3"	252446	3	25	11	20	8	11	75	0.47887323943662	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1895"	"yafM"	"yafM-4"	252534	5	101	81	58	88	115	443	0.655935613682093	"F"	0.00133700065589044	-0.00188897035407906	-0.00414393966829028	0.0240547690000062	0.017950613040129	0.0129547116564555	0.959169758729236	0.922833489991619	0.770043148046841	29.8094604328769	112.813042861913	850.26068030706	0
"1897"	"yafM"	"yafM-5"	252641	8	268	398	476	343	405	1890	0.871227364185111	"F"	0.00697221865076629	0.00704256038169111	0.00710006575330299	0.00280843416304992	0.00291625159509274	0.00303580527648594	0.0890648111575066	0.094597263751264	0.101334604570514	101.928291930705	93.5103071053982	86.0981078897809	0
"1903"	"IR195"	"IR195-3"	252812	3	59	46	75	39	54	273	0.495327102803738	"F"	-0.00883810843629461	-0.0123107373043366	-0.0146143760023792	0.0123365731168756	0.0109069172699421	0.00932605526035521	0.52546942781628	0.34112656206379	0.215092335556043	155.06498027417	428.841093313754	2866.72720711029	0
"1905"	"fhiA"	"fhiA-1"	252924	13	183	289	311	242	348	1373	0.00175541252194266	"C"	0.0134779069419179	0.0139848753555557	0.0144106114572319	0.00370538517426006	0.00350736695957194	0.00332005715991341	0.0358073946104774	0.0282427137202658	0.0225697548754751	2401.53193322295	2162.31515300846	4615.46169672884	0
"1907"	"fhiA"	"fhiA-2"	253264	10	119	112	99	62	73	465	0.200702165008777	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1909"	"fhiA"	"fhiA-3"	253642	10	128	3912	185	99	75	4399	0.421884142773552	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1913"	"fhiA"	"fhiA-5"	254305	8	118	133	142	97	136	626	0.809830310122879	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1915"	"mbhA"	"mbhA-1"	254640	5	29	42	48	25	29	173	0.025974025974026	"F"	-0.0109840946693988	-0.010589392934533	-0.0101350659297408	0.00315229632696906	0.0033029504265157	0.00345002059622879	0.0399258867491709	0.0491045301041126	0.0606234114249972	138395.197850289	1571875.60546047	33115.2493803447	0
"1917"	"mbhA"	"mbhA-2"	254859	4	36	103	46	52	38	275	0.31038961038961	"F"	-0.0113638297885633	-0.0131424814518954	-0.0149508050145414	0.020337207083695	0.0223661888969361	0.0229596348033123	0.615315289787227	0.598097095782183	0.561363198438451	6.41372850124928	11.3709801215243	42.6267720426932	0
"1919"	"mbhA"	"mbhA-3"	254940	11	123	163	179	119	200	784	0.415584415584416	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"1921"	"mbhA"	"mbhA-4"	255085	7	118	116	189	114	153	690	0.603896103896104	"F"	0.00402550742555462	0.00245359974222333	0.00123832587543111	0.00938388977264663	0.00823157029881505	0.00709486587607244	0.696877236290208	0.785099790387353	0.872556701152416	3537.86030136972	17103.8905726703	1168.99002744434	0
"1923"	"mbhA"	"mbhA-5"	255264	9	135	171	148	88	112	654	0.836363636363636	"F"	-0.018920979140024	-0.0196674805498631	-0.0202644544592213	0.00428696379892729	0.00399459557499818	0.00373351900105966	0.021584099330815	0.0160558373964101	0.0122727501189982	119.076317731297	312.290784903021	1412.61309149584	0
"1925"	"IR196"	"IR196"	255403	5	29	17	13	28	27	114	0.173913043478261	"F"	0.00125892974513914	-0.00483463970009669	-0.00755787907365536	0.0313744949234188	0.0228711419917975	0.0154065731316565	0.97051379362234	0.846131642516414	0.657376686720393	14.7691318775262	959.286182693884	306.327852129148	0
"1927"	"dinB"	"dinB-1"	255466	13	186	149	197	167	209	908	0.004739336492891	"F"	0.00148922032734438	-0.00179969199772819	-0.0041084000467443	0.0139859277111685	0.0123209538492262	0.0104496632094158	0.92192261156374	0.893130816176608	0.720474138180515	45.8061232672054	90.5014630706379	193.332303546531	0
"1929"	"dinB"	"dinB-2"	255695	5	70	64	96	67	80	377	0.221800947867299	"F"	0.00110869683234269	-0.000978938392654385	-0.00254818125884555	0.0103413508654739	0.00916868421103857	0.00795762983761516	0.921389937391425	0.921711132960725	0.769809675077045	6387.10344429851	560.263481863605	268.262670735091	0
"1935"	"dinB"	"dinB-5"	256384	3	16	11	6	1	8	42	0.874881516587678	"F"	-107	NA	-107	-107	-107	-107	-107	-107	-107	-107	-107	-107	0
"1937"	"ESCRE0250"	"ESCRE0250-1"	256519	1	11	20	17	8	17	73	0.2	"F"	-0.00370943765657014	-0.00176402401936014	-0.000371552053333543	0.0119994127847019	0.0109235332985136	0.00977240693319438	0.777444953280975	0.881971649899054	0.972059888104866	173.641594697579	88.6133887993812	64.9049852729893	0
"1939"	"ESCRE0250"	"ESCRE0250-2"	256521	3	15	29	28	6	8	86	0.209302325581395	"F"	-0.0454318548636398	-0.0371347939430208	-0.0229036543993983	0.0190383797759851	0.0217125535915226	0.0227421217633189	0.0970619303552053	0.185739634551385	0.388075654710097	540.75060432825	10.6472989106529	22.3001568487693	0
